timestamp_est,anonymous_id,language,question,detected_language,roundtrip_translated_questions_0,roundtrip_translated_questions_1,paraphrased_0,paraphrased_1,paraphrased_2,paraphrased_3,paraphrased_4,paraphrased_5,paraphrased_6,paraphrased_7,paraphrased_8,paraphrased_9,paraphrased_10,paraphrased_11,paraphrased_12,paraphrased_13,paraphrased_14,paraphrased_15,paraphrased_16,paraphrased_17,paraphrased_18,paraphrased_19,paraphrased_20,paraphrased_21,paraphrased_22,paraphrased_23,paraphrased_24,paraphrased_25,paraphrased_26,paraphrased_27,paraphrased_28,paraphrased_29,paraphrased_30,paraphrased_31,paraphrased_32,paraphrased_33,paraphrased_34,paraphrased_35,paraphrased_36,paraphrased_37,paraphrased_38,paraphrased_39,paraphrased_40,paraphrased_41,paraphrased_42,paraphrased_43,paraphrased_44,paraphrased_45,paraphrased_46,paraphrased_47,paraphrased_48,paraphrased_49,paraphrased_50,paraphrased_51,paraphrased_52,paraphrased_53,paraphrased_54,paraphrased_55,paraphrased_56,paraphrased_57,paraphrased_58,paraphrased_59,paraphrased_60,paraphrased_61,paraphrased_62,paraphrased_63,paraphrased_64,paraphrased_65,paraphrased_66,paraphrased_67,paraphrased_68,paraphrased_69,paraphrased_70,paraphrased_71,paraphrased_72,paraphrased_73,paraphrased_74,paraphrased_75,paraphrased_76,paraphrased_77,paraphrased_78,paraphrased_79,paraphrased_80,paraphrased_81,paraphrased_82,paraphrased_83,paraphrased_84,paraphrased_85,paraphrased_86,paraphrased_87,paraphrased_88,paraphrased_89,paraphrased_90,paraphrased_91,paraphrased_92,paraphrased_93,paraphrased_94,paraphrased_95,paraphrased_96,paraphrased_97,paraphrased_98,paraphrased_99,paraphrased_100,paraphrased_101,paraphrased_102,paraphrased_103,paraphrased_104,paraphrased_105,paraphrased_106,paraphrased_107,paraphrased_108,paraphrased_109,paraphrased_110,paraphrased_111,paraphrased_112,paraphrased_113,paraphrased_114,paraphrased_115,paraphrased_116,paraphrased_117,paraphrased_118,paraphrased_119,paraphrased_120,paraphrased_121,paraphrased_122,paraphrased_123,paraphrased_124,paraphrased_125,paraphrased_126,paraphrased_127,paraphrased_128,paraphrased_129,paraphrased_130,paraphrased_131,paraphrased_132,paraphrased_133,paraphrased_134,paraphrased_135,paraphrased_136,paraphrased_137,paraphrased_138,paraphrased_139,paraphrased_140,paraphrased_141,paraphrased_142,paraphrased_143,paraphrased_144,paraphrased_145,paraphrased_146,paraphrased_147,paraphrased_148,paraphrased_149,paraphrased_150,paraphrased_151,paraphrased_152,paraphrased_153,paraphrased_154,paraphrased_155,paraphrased_156,paraphrased_157,paraphrased_158,paraphrased_159,paraphrased_160,paraphrased_161,paraphrased_162,paraphrased_163,paraphrased_164,paraphrased_165,paraphrased_166,paraphrased_167,paraphrased_168,paraphrased_169,paraphrased_170,paraphrased_171,paraphrased_172,paraphrased_173,paraphrased_174,paraphrased_175,paraphrased_176,paraphrased_177,paraphrased_178,paraphrased_179,paraphrased_180,paraphrased_181,paraphrased_182,paraphrased_183,paraphrased_184,paraphrased_185,paraphrased_186,paraphrased_187,paraphrased_188,paraphrased_189,paraphrased_190,paraphrased_191,paraphrased_192,paraphrased_193,paraphrased_194,paraphrased_195,paraphrased_196,paraphrased_197,paraphrased_198,paraphrased_199,paraphrased_200,paraphrased_201,paraphrased_202,paraphrased_203,paraphrased_204,paraphrased_205,paraphrased_206,paraphrased_207,paraphrased_208,paraphrased_209,paraphrased_210,paraphrased_211,paraphrased_212,paraphrased_213,paraphrased_214,paraphrased_215,paraphrased_216,paraphrased_217,paraphrased_218,paraphrased_219,paraphrased_220,paraphrased_221,paraphrased_222,paraphrased_223,paraphrased_224,paraphrased_225,paraphrased_226,paraphrased_227,paraphrased_228,paraphrased_229,paraphrased_230,paraphrased_231,paraphrased_232,paraphrased_233,paraphrased_234,paraphrased_235,paraphrased_236,paraphrased_237,paraphrased_238,paraphrased_239,paraphrased_240,paraphrased_241,paraphrased_242,paraphrased_243,paraphrased_244,paraphrased_245,paraphrased_246,paraphrased_247,paraphrased_248,paraphrased_249,paraphrased_250,paraphrased_251,paraphrased_252,paraphrased_253,paraphrased_254,paraphrased_255,paraphrased_256,paraphrased_257,paraphrased_258,paraphrased_259,paraphrased_260,paraphrased_261,paraphrased_262,paraphrased_263,paraphrased_264,paraphrased_265,paraphrased_266,paraphrased_267,paraphrased_268,paraphrased_269,paraphrased_270,paraphrased_271,paraphrased_272,paraphrased_273,paraphrased_274,paraphrased_275,paraphrased_276,paraphrased_277,paraphrased_278,paraphrased_279,paraphrased_280,paraphrased_281,paraphrased_282,paraphrased_283,paraphrased_284,paraphrased_285,paraphrased_286,paraphrased_287,paraphrased_288,paraphrased_289,paraphrased_290,paraphrased_291,paraphrased_292,paraphrased_293,paraphrased_294,paraphrased_295,paraphrased_296,paraphrased_297,paraphrased_298,paraphrased_299
2020-03-22 10:12:56,7962ec16-61b0-4915-b3f1-77fdb69f9f1c,fr,Est-ce que les quincailleries sont ouverte à Montréal?,fr,Les quincailleries sont-elles ouvertes à Montréal?,Est-ce que les quincailleries sont ouverte à Montréal?,Les quincailleries sont-elles ouvertes à Montréal?,quincaillerie montréal est elle ouverte,quincaillerie montreal est ouverte,quincaillerie montreal est elle ouverte,quincaillerie est elle ouverte a montreal,quincaillerie ouverte montreal,Est-ce que les quincailleries sont ouverte à Montréal?,les quincailleries montreal sont elles ouvertes,quincaillerie montreal ouverture,les quincailleries sont elles ouvertes à montréal,quincaillerie montreal ouvert,quincaillerie ouvert montreal,quincailleries montreal ouverture,quincaillerie montréal ouverture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23 13:40:06,6b0b5edd-d5a8-4c61-839a-b090a20d17eb,fr,Est-ce  q je peux retourné  au travail si je suis congestionné a cause allergie et j'ai un fois gras et j'ai eu un traitement de tuberculose quand j'étais  jeune?,fr,Puis-je retourner au travail si je suis congestionné à cause d'une allergie et que j'ai déjà eu du gras et que j'ai été traité pour la tuberculose quand j'étais jeune?,Est-ce  q je peux retourné  au travail si je suis congestionné a cause allergie et j'ai un fois gras et j'ai eu un traitement de tuberculose quand j'étais  jeune?,est ce je congescule quand j étais un foie gras et j ai eu un traitement de tuberculose quand j étais jeune,est ce je je congene quand j étais un foie gras et j ai eu un traitement de tuberculose quand j étais jeune,est ce que je suis congestionné quand j étais un foie gras et j ai eu un traitement de tuberculose quand j étais jeune,est ce j repose au boulot si j étais un foie gras et j ai eu un traitement de tuberculose quand j étais jeune,est ce je je congesne quand j étais un foie gras et j ai eu un traitement de tuberculose quand j étais jeune,puis je retourner au travail si j ai été guérit,est ce je je congéne quand j étais un foie gras et j ai eu un traitement de tuberculose quand j étais jeune,Est-ce  q je peux retourné  au travail si je suis congestionné a cause allergie et j'ai un fois gras et j'ai eu un traitement de tuberculose quand j'étais  jeune?,puis je retourner au travail si j ai été,est ce j repose au travail si j étais un foie gras et j ai eu un traitement de tuberculose quand j étais jeune,Puis-je retourner au travail si je suis congestionné à cause d'une allergie et que j'ai déjà eu du gras et que j'ai été traité pour la tuberculose quand j'étais jeune?,puis je retourner au travail si j étais congestion que j ai ete traite a la tuberculose,puis je retourner au travail si j ai été irrégularisant j ai été,est ce que je suis congestionné quand j étais un foie gras et j ai eu un medicament de tuberculose quand j étais jeune,est ce je congéne quand j étais un foie gras et j ai eu un traitement de tuberculose quand j étais jeune,est ce je suis congestionné quand j étais un foie gras et j ai eu un traitement de tuberculose quand j étais jeune,puis je retourner au travail si je suis congestionne a que j ai ete traite,puis je retourner au travail si j étais congestion que j ai ete traite,puis je retourner au travail si j ai été irrégulie,puis je retourner au travail si j ai été irrégularité,puis je retourner au travail si j étais congestion que j ai ete soigne a la tuberculose,puis je retourner au travail si j ai été ir j ai été,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22 16:19:24,ffd2d397-82ce-4474-b677-43dcebe5ec6b,fr,Y a-t-il des gens qui sont plus à risque que d'autres d'attraper le COVID-19?,fr,Y a-t-il des personnes plus à risque que d'autres de contracter COVID-19?,Y a-t-il des gens qui sont plus à risque que d'autres d'attraper le COVID-19?,y a t il des gens plus à risque que d autres de contracter covid 19,y a t il des personnes plus à risque que d autres de contracter covid 19,y a t il des personnes plus a risques que d autres de contracter covid,y a t il des gens qui sont plus a risque que d autre d attrape le covid,y a t il plus d autres choses que d autres d attraper le covid,y a t il des personnes plus à risques que d autres de contracter covid 19,y a t il des gens plus a risque que d autres de contracter covid,y a t il des gens plus a risques que d autres de contracter covid 19,y a t il des gens qui sont plus a risques que d autres d attraper le covid,Y a-t-il des personnes plus à risque que d'autres de contracter COVID-19?,y a t il des gens qui sont plus a risques que d autre d attraper le covid,y a t il des personne plus a risque que d autres de contracter covid 19,y a t il des gens qui sont plus a risque que d autres d attraper le covid,y a t il des gens qui sont plus a risque que d autre d attraper le covid,il y a des gens qui sont plus a risque que d autres d attraper le covid,Y a-t-il des gens qui sont plus à risque que d'autres d'attraper le COVID-19?,y a t il des personnes plus a risques que d autres de contracter covid 19,il y a des gens qui sont plus a risque que d autre d attraper le covid,y a t il des gens qui sont a risque que d autre d attraper le covid,y a t il des gens plus a risque que d autres de contracter covid 19,y a t il des gens qui sont a risque que d autres d attraper le covid,y a t il des personnes plus a risque que d autres de contracter covid 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22 8:12:34,79180b89-beb6-4db6-b8ec-cab972c58bb1,en,Does soap really kill the virus?,en,Does soap really kill the virus?,,does soap actually kill virus,does soap really kill viruses,does soap really kill virus,does soap kill viruses,Does soap really kill the virus?,can soap kill viruses,does soap really kill the virus,does soap actually kill viruses,does soap really kill a virus,can soap kill virus,can soap kill a virus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23 15:38:41,7b20486a-d638-4c25-82ff-a5cdee5a293f,en,Is it in Kenya,en,Is it in kenya,Is it in Kenya,what is it kenya,it is in kenya,what is it in kenya,is it kenya or kenya,Is it in kenya,is it kenyan,is it kenya now,Is it in Kenya,is it kenya,is it in kenya now,is in kenya,is it in kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22 16:19:24,ffd2d397-82ce-4474-b677-43dcebe5ec6b,fr,Combien de temps sommes-nous contagieux?,fr,Combien de temps sommes-nous contagieux?,,Combien de temps sommes-nous contagieux?,pendant combien de temps est on contagieux quand on est contagieux,pendant combien de temps sommes nous contagieux,quand somme nous contagieux,pendant combien de temps est on contagieux,combien de temps somme nous contagieux,pendant combien de temps on est contagieux,pendant combien de temps contagieux,pendant combien de temps somme nous contagieux,quand sommes nous contagieux,combien de temps une personne est contagieuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22 11:22:59,e8f49a0b-4b64-475e-9ad9-9909f45585ed,fr,Peut-on faire le test de dépistage après avoir eu des symptômes?,fr,Peut-on faire le test de dépistage après avoir eu des symptômes?,Puis-je me faire tester après avoir des symptômes?,apres combien de temps peut on faire un test de grossesse,peut on faire un test de depistage apres un rapport,faire test apres vih,apres combien de jour peut on faire un test de grossesse,Puis-je me faire tester après avoir des symptômes?,après combien de temps peut on faire un test de grossesse,test hiv après rapport,test apres grossesse,apres combien de temps puis je faire un test de grossesse,test apres un mois de grossesse,test hiv apres combien de temps,apres combien de temps faut il faire un test de grossesse,peut on faire un test apres un rapport,test grossesse apres,faire le test apres un rapport,test vih apres combien de temps,Peut-on faire le test de dépistage après avoir eu des symptômes?,apres combien de jours peut on faire un test de grossesse,peut on se faire depister apres un rapport,test hiv apres un rapport,test hiv après,apres combien de temps test grossesse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23 21:02:17,c19b7cb2-1e7c-45e1-abdd-387188e3e9c4,fr,Est-ce que le port des gangs et masque sont recommandés pour aller à l'épicerie?,fr,Est-ce que le port des gangs et masque sont recommandés pour aller à l'épicerie?,Les gangs et les masques sont-ils recommandés pour aller à l'épicerie?,le port des gangs et les masques sont pour aller à l épicerie,les gangs et les masques sont ils recommandés pour aller a l epicerie,le port des gangs et masques sont acceptés pour aller à l épicerie,le port des gangs et masque sont acceptés pour aller a l epicerie,les gangs et les masques sont ils recommandes pour aller a l epicerie,le port des gangs et masque sont pour aller a l epicerie,les gangs sont ils recommandés pour aller à l épicerie,le port des gangs et masques sont pour aller a l epicerie,les gangs les masques sont ils recommandés pour aller à l épicerie,les gangs sont les recommandés pour aller à l épicerie,le port des gangs et masques sont pour aller a l épicerie,le port des gangs et masques sont pour aller à l epicerie,Les gangs et les masques sont-ils recommandés pour aller à l'épicerie?,les gangs et les masques sont ils recommandés pour aller a l épicerie,le port des gangs et masques sont pour aller à l épicerie,les gangs et les masques sont ils recommandés pour aller à l epicerie,les gangs et les masques sont ils pour aller à l épicerie,les gangs et les masques sont ils recommandés pour aller à l épicerie,les gangs et les masques sont ils pour l épicerie,Est-ce que le port des gangs et masque sont recommandés pour aller à l'épicerie?,le port des gangs masques pour aller à l épicerie,le port des gangs et masque sont acceptés pour aller à l épicerie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-21 18:40:39,b3a54e31-7be8-45e7-b92a-259b109ecc78,fr,"Si je tousse, dois-je porter un chandail à manches longues  pour tousser dans mon coude ou vaut-il mieux porter un masque ?",fr,"Si je tousse, dois-je porter un chandail à manches longues  pour tousser dans mon coude ou vaut-il mieux porter un masque ?","Si je tousse, dois-je porter un pull à manches longues pour tousser dans mon coude ou est-il préférable de porter un masque?",si je tousse lorsque je met un t shirt,si je tousse un pull a manches long pour tousser dans mon coude ou est il préférable de porter un masque,"Si je tousse, dois-je porter un chandail à manches longues  pour tousser dans mon coude ou vaut-il mieux porter un masque ?",si je tousse un pull a manches longues pour tousser dans mon coude ou est il préférable de porter un masque,si je tousse un vetement pour tousser dans son coude ou dans son coude,si je tousse un pull à manches longues pour tousser dans mon coude ou est il préférable de porter un masque,si je tousse un pull à manches pour tousser dans mon coude ou est il préférable de porter un masque,"Si je tousse, dois-je porter un pull à manches longues pour tousser dans mon coude ou est-il préférable de porter un masque?",si je tousse un vetement pour tousser dans mon coude ou dans son coude,si je tousse un vetement pour tousser dans un coude ou dans son coude,si je tousse un vetement pour tousser dans un coude ou dans ses coudes,si je tousse un pull à manches long pour tousser dans mon coude ou est il préférable de porter un masque,si je tousse un pull à manches longues pour tousser dans mon coude ou est il préférable,si je tousse un vetement pour tousser dans mes coudes,si je tousse lorsque je met un tee shirt,si je tousse lorsque je change un tee shirt,si je tousse un pull à manches longues pour tousser dans mon coude ou il préférable de porter un masque,si je tousse un vetement pour tousser dans les coudes,si je tousse un pull à manches longues pour tousser dans mon coude où est il préférable de porter un masque,si je tousse lorsque je met un chandail à tousser dans mon coude ou il vaut mieux un masque,si je tousse un pull a manches pour tousser dans mon coude ou est il préférable de porter un masque,si je tousse un pull a manches longues pour tousser sur mon coude ou est il préférable de porter un masque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23 4:15:34,815c4207-ead9-4851-b509-931a51243aff,en,Can antibiotics deal with viral infection?,en,Can antibiotics deal with viral infection?,Can antibiotics treat viral infection?,can antibiotics be used for viral infections,can antibiotics treat a viral infection,can antibiotics cure a viral infection,antibiotics for viral infections,antibiotics used for viral infections,do antibiotics work for viral infections,can antibiotics help viral infections,can antibiotics treat viral infections,Can antibiotics treat viral infection?,will antibiotics help a viral infection,can antibiotics be used to treat viral infections,can antibiotics help a viral infection,Can antibiotics deal with viral infection?,antibiotics to treat viral infections,can antibiotics cure viral infections,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23 12:27:41,07963047-657d-47be-8666-df2b820d01eb,fr,Mon chien peut-il me transmettre le virus,fr,Mon chien peut-il me transmettre le virus,,mon chien peut il transmettre un virus,le chien peut il transmettre un virus,mon chien peut il transmettre des virus,est ce que mon chien peut transmettre un virus,est ce que les chiens peuvent transmettre des virus,mon chien a attrapé un virus,est ce qu un chien peut transmettre un virus,un chien peut il transmettre des virus,mon chien peut il me transmettre un virus,un chien peut il transmettre un virus,Mon chien peut-il me transmettre le virus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22 17:04:09,baa1f9ae-a6e6-4f7b-850e-133fc0807379,fr,Comment savoir si ma situation s'aggrave?,fr,Comment savoir si ma situation s'aggrave?,Comment savoir si ma situation empire?,comment savoir si on est dans empire,comment savoir si une situation est aggravée,comment savoir si son empire,comment savoir s il s aggrave,comment savoir si mon empire est vrai,comment savoir si ma situation est aggravée,comment savoir si on est en empire,comment savoir si notre empire,savoir si ma situation est aggravée,empire savoir,comment savoir si une situation est aggravé,comment savoir empire,comment savoir si mon empire,Comment savoir si ma situation s'aggrave?,empire comment savoir,Comment savoir si ma situation empire?,comment savoir si ma situation est aggravé,comment savoir si la situation est aggravée,comment savoir si ma situation s aggrave,comment savoir si sa situation est aggravée,empire empire comment savoir,savoir si une situation est aggravée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22 4:22:42,06f1b603-754b-45e6-9d8d-8b2db599327b,en,My son is flying from Kansas to England on the 30th April. He is flying into Heathrow and then travelling home to Manchester by train,en,My son is flying from Kansas to England on the 30th April. He is flying into Heathrow and then travelling home to Manchester by train,My son flies from Kansas to England on April 30. ######He flies to Heathrow and then returns home to Manchester by train,my son flies from kansas to england april 30 he flies to heathrow and returns home to manchester by train,my son is flying from kansas to england on the 30th april he is flying into heathrow and then traveling home to manchester,my son flies from kansas to england on april 30 he flies to heathrow and returns home to manchester by train,My son is flying from Kansas to England on the 30th April. He is flying into Heathrow and then travelling home to Manchester by train,my son is flying from kansas to england on the 30th april he is flying into heathrow,my son flies from kansas to england april 30 he flies to heathrow and returns home to manchester,my son flies from kansas to england april 30 he flies to heathrow and then return home to manchester,my son is flying from kansas to england on the 30th april he is flying into heathrow and travelling travelling to manchester,my son is flying from kansas to england on the 30th april he is flying into heathrow and travelling home to manchester by train,my son flies from kansas to england on april 30 he flies to heathrow and then return home to manchester by train,my son flies from kansas to england on april 30th he flies to heathrow and returns home to manchester,my child flies from kansas to england on april 30 he flies to heathrow and returns home to manchester by train,my child flies from kansas to england on april 30 he flies to heathrow and returns home to manchester,my son is flying from kansas to england on the 30th april he is flying into heathrow and traveling home to manchester,my child flies from kansas to england on april 30 he flies to heathrow and then return home to manchester,My son flies from Kansas to England on April 30.  He flies to Heathrow and then returns home to Manchester by train,my son flies from kansas to england on april 30 he flies to heathrow and then return home to manchester,my son flies from kansas to england on april 30 he flies to heathrow and returns home to manchester,my son flies from kansas to england on april 30th he flies to heathrow and then return home to manchester by train,my son flies from kansas to england april 30 he flies to heathrow and then return home to manchester by train,my son is flying from kansas to england on the 30th april he is flying into heathrow and travelling home to manchester by,my son is flying from kansas to england on the 30th april he is flying into heathrow and travelling home to manchester,my son flies from kansas to england on april 30th he flies to heathrow and returns home to manchester by train,my son is flying from kansas to england on the 30th april he is flying into heathrow and then travelling home to manchester,my son is flying from kansas to england on the 30th april he is flying into heathrow and traveling,my son flies from kansas to england on april 30th he flies to heathrow and then return home to manchester,my child flies from kansas to england on april 30 he flies to heathrow and then return home to manchester by train,my son is flying from kansas to england on the 30th april he is flying into heathrow and travelling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-21 22:48:25,ac080ca3-54ce-4d49-8c62-b2d850d228e8,fr,Pourquoi doit-on rester en confinement?,fr,Pourquoi devons-nous rester en isolement?,Pourquoi doit-on rester en confinement?,pourquoi est il important de confinement,pourquoi doit on rester en isolement,pourquoi faut il rester en confinement,pourquoi faut il rester isolement,pourquoi est il important d être isolement,pourquoi rester isolement,pourquoi doit on etre isolement,Pourquoi devons-nous rester en isolement?,confinement pourquoi,pourquoi etre confinement,pourquoi faut il etre confinement,Pourquoi doit-on rester en confinement?,pourquoi faut il être isolement,pourquoi faut il rester en isolement,pourquoi rester confinement,pourquoi confinement,pourquoi confinmenter,pourquoi faut il etre isolement,pourquoi faut il confinement,pourquoi rester en isolement,pourquoi rester en confinement,pourquoi doit on rester isolement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
